monto_transaccion,tiempo_transaccion,ubicacion_comprador,método_pago,historial_compras,número_devoluciones,edad_cuenta,frecuencia_compras,fraude,tipo_fraude
1338.3048888655123,13950.835800026414,0,2,16605.556495626388,9,1843,87,0,no fraude
1516.6845244716308,30706.32705738051,0,2,35667.47687558851,4,2499,74,0,no fraude
1043.9691633578825,47225.15335705386,1,2,16144.376407367423,0,319,61,0,no fraude
2342.244778617148,29473.908678013562,0,3,26371.174179244776,6,1310,53,0,no fraude
4531.281000763992,11483.285554569693,1,0,24601.611997555152,5,73,27,0,no fraude
11114.884281979523,31499.230029804192,1,2,18774.48412468199,3,1253,0,0,no fraude
1623.7759755397663,81057.84691320834,0,0,5843.1531898838875,9,740,66,0,no fraude
834.6739061729468,75486.96393417247,1,1,28673.906479684614,6,2737,51,0,no fraude
7302.903922663943,59017.42406469401,1,2,14561.744684424904,3,2278,53,0,no fraude
2612.1210900719507,67954.22666681522,1,3,4312.959271817729,4,1940,90,0,no fraude
781.8550561543091,31706.09883335073,1,0,33685.69088002777,3,3335,21,0,no fraude
1407.7036613584548,19162.6170226184,1,3,47116.425215182724,3,742,36,0,no fraude
808.5019651019735,52826.98636322535,0,0,13484.928244371009,0,3381,67,0,no fraude
1116.2123689802672,18560.282482323535,1,2,22602.76909653956,4,615,74,0,no fraude
5348.775592523357,62576.15687435487,1,3,9428.366201114546,4,1282,25,0,no fraude
1069.8445890179098,39251.23359885824,0,3,12514.650166198027,4,2490,56,0,no fraude
4752.178267038795,52752.22971598328,1,1,46237.37335491699,5,1790,49,0,no fraude
3671.02745425151,30527.06910002422,0,1,10954.783590842626,5,300,81,0,no fraude
2695.0139307937266,65299.094389829435,1,3,28470.849136223962,8,3100,27,0,no fraude
1194.0347472272153,65380.62198251863,0,3,9364.562515903852,4,40,27,0,no fraude
1009.6967315081181,77926.37014360678,0,3,19128.033120037642,9,3352,81,0,no fraude
1351.9812120280624,84.0078315346755,1,2,23991.691203685485,8,1625,91,0,no fraude
2217.359737820781,7233.647943417178,0,3,47216.82597251269,7,599,5,0,no fraude
1541.1363752040315,64351.61005675161,1,0,13505.688869740028,8,757,22,0,no fraude
8240.620216081246,83911.39016908265,0,2,44205.812876141674,6,3352,91,0,no fraude
1276.174482232349,61021.68204879298,1,3,20072.250306294864,3,2822,93,0,no fraude
5151.779052901765,49212.31211889743,1,2,18397.103333695726,4,1949,39,0,no fraude
6015.112453031327,12291.14035063155,1,1,39346.437287136956,9,1275,12,0,no fraude
1730.0161070565712,10581.86546302368,0,2,28315.086620509734,2,634,6,0,no fraude
2972.0837947111504,11800.971878436154,0,2,17892.15181762559,0,1899,18,0,no fraude
4050.597933003825,53975.2206723996,1,3,16120.575697153172,8,476,35,0,no fraude
10739.070245591825,64418.09453294407,1,2,36395.5295953918,5,2672,69,0,no fraude
13922.083274419203,7527.257762941295,1,3,27747.523556917873,9,2252,59,0,no fraude
3998.9483309659895,5504.825341895513,0,1,25961.72355277763,5,2673,65,0,no fraude
6786.153295292839,18915.01449739345,0,2,24769.843758870524,3,2705,40,0,no fraude
978.6319456892493,49442.69234062517,1,1,3025.2125476493698,9,1210,10,0,no fraude
2838.443767546431,58117.19147674301,1,3,1042.2004649267235,8,138,64,0,no fraude
5455.002689815401,22642.96886297501,0,2,4772.634989743385,0,871,76,0,no fraude
5242.837622599706,82718.49322017956,1,1,10134.065467752502,1,245,63,0,no fraude
11943.775989446536,33670.587041403625,0,1,34744.777041255926,2,1647,30,0,no fraude
1393.7282090118786,12268.891215997563,0,2,15966.351922151734,8,1231,20,0,no fraude
1096.4808233718443,18702.460389841104,1,3,45949.78456153586,9,2642,27,0,no fraude
5705.28216928488,2034.7283789900423,1,1,21882.569491772352,1,1753,90,0,no fraude
1772.9741701120506,31914.85711293388,1,1,22308.092607831742,8,930,73,0,no fraude
978.0901141897011,9896.779845715035,0,2,18974.832943520487,6,1404,34,0,no fraude
1020.8281485540207,53376.7565133117,1,3,49550.02341266639,8,540,40,0,no fraude
4465.110167296967,18715.506334724374,1,0,18781.0620899072,5,105,1,0,no fraude
3517.140780680617,82994.6554858043,0,0,45457.82032217921,6,704,20,0,no fraude
2784.2485055535008,49788.96900329449,1,1,48055.23739149809,7,1207,55,0,no fraude
8151.233233621496,44256.75390266217,1,2,26542.54936577537,4,2876,13,0,no fraude
586.6661780168628,76539.11591449621,1,0,28041.460742221036,0,2966,84,0,no fraude
3161.812737835739,25874.91200620321,0,3,17349.79102670639,1,2933,78,0,no fraude
716.9662928907544,69594.33972387995,0,2,18195.027875743497,3,1212,23,0,no fraude
928.8856209536559,42786.72018175294,1,3,26364.420692398387,4,1068,52,0,no fraude
2069.257170852467,11710.589072650653,1,2,35328.900164729435,7,230,98,0,no fraude
831.5167345604835,81814.66398684966,1,2,34874.90612783646,4,1791,4,0,no fraude
5855.178959524017,3679.77776137231,0,1,1165.2650977942492,2,2540,26,0,no fraude
6677.3549992545895,69644.85292169251,0,0,18423.09549023397,0,1543,18,0,no fraude
3646.5237875033163,5717.614894408704,1,2,2850.0704594929593,7,199,60,0,no fraude
1239.3999660517036,20210.476286836605,1,0,34586.56926985778,2,1996,41,0,no fraude
3853.430898030224,16072.655711659996,1,1,1128.5731640752472,8,3467,97,0,no fraude
6267.0544811140235,27392.37688223661,1,0,27569.480685825398,5,294,72,0,no fraude
5637.278387952824,62121.841732347595,1,2,15851.446365089228,1,988,41,0,no fraude
15578.315840141096,81455.2578497867,1,3,49918.62928395174,8,1297,21,0,no fraude
6716.637595281069,35953.98179417652,0,0,24509.95023775456,6,833,59,0,no fraude
2347.61111503393,84509.8930125507,0,1,34590.03526041625,9,1988,90,0,no fraude
1962.649193171675,6799.51511730488,1,0,12145.674450158494,2,870,41,0,no fraude
1424.1102356772874,62174.164892819565,0,2,12935.687807420527,5,1524,63,0,no fraude
21177.43349078092,42329.42639073998,0,2,27221.92088799225,5,3317,72,0,no fraude
2181.721640556694,52435.99097383817,0,2,16259.55530752361,3,3434,48,0,no fraude
5420.124042356768,55253.72934233384,1,3,22549.57995367496,6,3172,37,0,no fraude
1269.6184381338803,54055.57917801258,1,1,1747.9608710835205,2,778,18,0,no fraude
2421.2819277929957,26562.553107461907,0,1,42495.69721009569,2,2847,95,0,no fraude
5167.4183007240035,57578.68826289916,1,1,17870.572965066905,9,2787,48,0,no fraude
8325.50470271253,63797.974436053926,0,1,41307.3757323583,2,919,71,0,no fraude
3605.840335746323,55789.11644367439,1,1,25792.019056897054,0,1745,58,0,no fraude
1230.7899942947,46697.08855295442,1,2,19155.929398740573,4,2754,1,0,no fraude
2654.7902998217655,59652.00528987995,1,2,27621.419313784885,9,1553,16,0,no fraude
6237.5132233384475,57386.33214438101,1,3,11117.606674092978,0,323,15,0,no fraude
4885.515989771012,42664.56647551419,0,0,21025.900788088624,0,2421,23,0,no fraude
4826.619629912983,11098.198576846238,1,0,46438.06300728086,1,26,98,0,no fraude
7307.186462653006,15819.166097510268,1,0,14913.56382889647,9,21,24,0,no fraude
13925.55111521622,24275.964805489813,0,1,37747.23711360084,2,3127,53,0,no fraude
2323.978464867943,1328.828648394711,0,2,24030.839469819537,0,3013,25,0,no fraude
8754.93144169559,71825.6502661299,1,2,38465.814361223536,7,592,46,0,no fraude
1406.893692935581,4650.330719257607,0,1,46551.77280556557,4,1780,44,0,no fraude
1666.0699989015056,2678.7242249602677,1,3,24664.995959468855,6,1477,49,0,no fraude
674.2172323000274,82854.78514223294,1,0,43409.233826252545,8,2368,55,0,no fraude
1354.29576809667,23810.680642172138,1,1,39879.470166247214,4,319,62,0,no fraude
241.8605586623117,6860.864694667795,0,1,47974.25627843519,8,1090,42,0,no fraude
9021.010804315054,8777.923775113952,0,3,12068.144602725439,5,2211,47,0,no fraude
2663.98562719803,62721.49157891043,1,1,48255.969875964125,3,409,4,0,no fraude
286.7095236783868,67715.87314466991,0,1,26392.910006919952,6,2778,78,0,no fraude
12110.041941098445,6762.616365546021,1,3,48534.58785380801,7,1508,59,0,no fraude
3927.2593518442186,29765.756932759967,0,1,5351.172107379387,4,2894,19,0,no fraude
1120.007794122483,75490.47177609698,0,3,42509.49224218513,0,1079,42,0,no fraude
6383.237061393324,77585.58646297148,0,0,35720.270750577925,6,1796,45,0,no fraude
9435.30386157782,81283.21725952755,0,2,38191.85881437653,2,450,8,0,no fraude
4216.286222925125,47295.77761459748,0,2,24493.736012903428,0,2171,30,0,no fraude
8802.24089312531,81109.88308007999,1,3,10716.630402182214,1,1585,73,0,no fraude
8096.4353845220085,77323.78556639391,0,2,40078.6538036923,1,152,44,0,no fraude
5921.342388319083,70353.91944671844,1,1,40584.120189231624,4,3306,33,0,no fraude
4080.24437265197,50314.774760359716,0,2,37707.31621770294,3,700,25,0,no fraude
5916.428302352285,25728.109496299585,1,2,33290.66636747641,6,3520,92,0,no fraude
3815.7285736205026,52252.300873254884,0,2,26185.236160134256,1,2529,54,0,no fraude
2152.2608919454483,45632.972249509345,0,0,47450.73563918594,4,474,80,0,no fraude
1327.3509897434387,13558.6387287937,1,2,37698.63552634828,0,2800,32,0,no fraude
4380.731424481698,66816.65336357155,1,0,6047.545650809217,9,365,55,0,no fraude
2014.16527164192,80480.47865346176,0,0,40720.92404471611,0,1234,94,0,no fraude
818.5797590076679,35535.1678089311,1,2,19301.503324053472,3,2036,82,0,no fraude
1702.8901177973373,64618.80464527118,0,3,48000.68680272534,8,1251,71,0,no fraude
2359.386212787585,37541.06594467295,1,2,32806.31691306958,4,1857,54,0,no fraude
519.4540379697253,38107.283349311154,1,3,33673.92946717763,3,516,51,0,no fraude
2061.589270135223,10879.624043504344,0,2,45814.36393798895,2,146,91,0,no fraude
2274.9933211809653,43778.536626911235,1,1,25302.400246190336,2,568,75,0,no fraude
4871.577364989365,80753.37820247687,1,2,29186.680158453422,8,2036,31,0,no fraude
3836.9334937357708,60670.47195521158,0,2,27078.25146173522,2,1,68,0,no fraude
917.5383061282236,82363.26822028925,1,2,38852.84035263116,0,3372,74,0,no fraude
2980.490696958259,7547.021873419578,1,0,39558.311342186214,7,1735,3,0,no fraude
5568.719777825543,17127.77433861578,0,0,9275.61613031445,5,1105,25,0,no fraude
546.0463437534669,20341.40387202419,0,3,17944.889169402784,3,1639,50,0,no fraude
3138.7442609472605,44660.43917373593,1,2,6873.022626783065,6,3461,23,0,no fraude
4855.720396600747,44711.54957747091,1,1,8089.482252103386,6,3302,61,0,no fraude
10207.464171339827,71532.36293370636,1,1,20369.48481604824,1,1290,69,0,no fraude
779.7925821645612,62084.0186653532,0,0,12343.330325296682,6,2457,85,0,no fraude
13409.253649130143,77384.71933890191,0,2,16294.60925112986,3,2039,73,0,no fraude
2052.96730165298,20564.208651745623,1,1,18794.17689020528,8,2751,60,0,no fraude
2828.341674325738,1916.6022111725952,1,3,34935.4771731253,1,1763,77,0,no fraude
6403.530678679647,49854.678215923275,0,0,43531.13133654654,0,1851,34,0,no fraude
3408.207877309242,59131.28795151983,0,1,39760.72659670334,0,1226,31,0,no fraude
1657.1048274835405,52087.46199197605,1,2,17448.758082580378,7,2611,53,0,no fraude
1042.693315739361,79353.56560913153,1,2,11748.258946441587,0,1045,19,0,no fraude
1354.4062760949134,27483.001514964613,0,3,13780.57027254333,1,3636,16,0,no fraude
3417.058359330116,11687.661119737759,0,0,19261.31895859151,0,2472,34,0,no fraude
12749.858800345522,35308.92519881181,1,2,10658.565546744803,6,3491,55,0,no fraude
21346.735444500253,26755.26722936343,0,3,39897.47014347863,0,665,69,0,no fraude
2757.0759052820977,4368.030350628508,1,1,24472.99969478066,3,514,95,0,no fraude
4063.2026802865635,15302.802996861861,1,2,19220.117485741244,2,1841,94,0,no fraude
1092.2226620946503,41849.68220536345,1,3,19596.347158389144,1,132,34,0,no fraude
5372.870258968709,24253.902034336552,1,3,42845.08389048263,7,2852,50,0,no fraude
172.6582952289915,55606.250026365466,1,0,1507.6996683833054,1,1641,18,0,no fraude
314.7784738914663,29606.727584707958,0,0,6632.866430575024,7,2661,38,0,no fraude
963.9474058418372,47926.150502049684,0,3,26587.801286400263,9,427,4,0,no fraude
5734.284755133363,62742.371022684994,0,1,14483.364836121022,0,3342,30,0,no fraude
3020.3885385911904,29369.879204476372,1,2,13705.135646696048,8,3498,38,0,no fraude
2599.153735253225,161.08524635234787,1,3,33244.20483602964,8,589,24,0,no fraude
3037.5879736277684,50756.13356055116,0,3,6317.938216374819,8,561,50,0,no fraude
2238.2802561740145,74242.70923053588,0,2,6382.801686879613,5,64,65,0,no fraude
1862.020179448806,59672.50315008882,0,0,22716.047036547443,5,323,60,0,no fraude
660.1367795996998,57916.81247568648,0,3,49207.95837513071,3,1454,39,0,no fraude
2249.778221404324,38253.862480594864,1,3,18162.77616824767,1,2736,9,0,no fraude
1805.5719392641095,53973.5590862723,1,2,48208.65696996369,3,1721,65,0,no fraude
4637.546109285841,66233.69218207132,1,3,21531.673183974486,7,3369,32,0,no fraude
3906.9546025308136,34761.00919646893,0,1,6970.832243307084,8,1409,93,0,no fraude
7765.218274495408,66564.00402002681,0,1,22312.664483605604,0,731,85,0,no fraude
3553.000973418281,12876.198549527822,0,3,27527.870478591627,4,785,72,0,no fraude
9309.831206576899,37667.58982131535,0,2,7273.669001188421,4,1319,75,0,no fraude
2816.2357200662123,38858.40392344771,0,3,23254.498004238118,2,908,77,0,no fraude
5858.802735832774,81388.55745013813,0,2,11526.638281386015,6,2415,88,0,no fraude
3194.9505995759887,85970.4099177379,0,1,1882.7208097022708,5,545,2,0,no fraude
7149.084757712471,1999.27582556245,0,3,27479.440925297444,0,884,21,0,no fraude
2947.1879319205186,29592.75292715546,0,0,5799.107663608821,8,1183,74,0,no fraude
2139.2727808441846,23914.725071347537,1,3,45576.06128479095,2,678,7,0,no fraude
2924.6548164520473,250.3643515668827,0,3,8506.448987359134,3,672,53,0,no fraude
4986.247162022434,81815.87988428686,0,3,45157.14583849857,4,646,76,0,no fraude
2704.4369166449123,21906.98574638377,0,2,44339.257425176285,2,2738,72,0,no fraude
2966.931668344184,3583.3229682382052,1,1,10983.527955127442,9,987,45,0,no fraude
1961.6112190410831,35811.50135408136,1,3,30151.269810793292,2,1836,4,0,no fraude
8467.792512726823,79805.75690718427,1,3,41510.621314372445,2,1127,66,0,no fraude
6203.25281988407,85707.62150570443,1,2,14512.289753777979,0,445,21,0,no fraude
259.37970046553386,43820.00376544926,0,2,4181.247763878526,9,2531,33,0,no fraude
638.2646938218924,59153.660040469615,1,0,8948.5317021124,3,2143,68,0,no fraude
3833.708605577688,24322.77427429518,0,3,42906.2407238148,5,1321,87,0,no fraude
11543.437517431885,27822.24977336515,0,0,35169.56245945452,2,345,1,0,no fraude
9316.623308028833,65511.64846844463,0,2,4208.163959703409,4,2064,99,0,no fraude
9218.514637990707,13751.637199177225,0,1,24475.909553704467,5,3060,33,0,no fraude
6531.4194343797035,28973.54071206901,0,2,4084.89372163966,1,2256,77,0,no fraude
5344.68333589304,82207.45493635423,0,3,27264.003286780415,7,1979,66,0,no fraude
4752.707292287268,31826.809173973033,0,2,10458.393886989537,4,1406,50,0,no fraude
1652.6801827147174,3108.5715930872616,0,1,28512.110041623102,1,791,4,0,no fraude
9595.129700540847,48808.23460069516,0,3,37594.30340948748,9,1904,96,0,no fraude
5538.3643383733415,53492.782303770044,0,3,13388.226691702475,3,2247,77,0,no fraude
4220.44490913415,4859.095720076952,1,0,2297.2376564112274,6,2600,40,0,no fraude
16746.72459828306,30998.06159253766,0,2,12492.306716158047,3,2230,92,0,no fraude
4193.184895758578,40641.96877475051,0,0,22767.521133486418,5,1775,57,0,no fraude
11339.18479076758,51620.664022193574,0,3,23123.831964420442,6,2318,67,0,no fraude
5323.9573630157975,65258.06181879858,0,1,30130.687046449584,4,1171,38,0,no fraude
490.84932522852944,22836.620205958654,1,0,26558.59041045818,4,2149,53,0,no fraude
1013.1688597441165,29720.73014135519,1,3,31999.82162092862,8,190,18,0,no fraude
774.0747883674247,25218.46773324009,1,3,43340.94815823965,8,1412,54,0,no fraude
12923.240478251879,63431.79602079513,1,3,31408.854231929552,9,1826,92,0,no fraude
1305.5064349019585,50178.80728887554,0,0,45196.17694029233,4,2892,45,0,no fraude
2044.6605032325883,32025.825886784456,1,1,35376.57005651965,4,1564,43,0,no fraude
20689.55455819446,84027.02646919267,0,3,49121.91689651954,1,949,49,0,no fraude
704.5473776413484,55058.892588987284,0,2,44924.41230137894,8,3453,7,0,no fraude
9107.607936366305,73028.30191166159,1,3,324.25840965154,0,1281,8,0,no fraude
1486.515975405735,56549.23471732597,0,2,38121.831336442876,3,3649,4,0,no fraude
2303.9481437026834,44617.09611919811,0,1,29080.957139121077,8,268,22,0,no fraude
3158.912009765842,74886.15499493536,1,2,22740.515452768166,9,1593,78,0,no fraude
13576.778924179323,76153.4622103386,0,2,33142.82015983674,3,3604,36,0,no fraude
1973.543983254318,47077.90941933246,1,3,44725.71873735342,3,753,34,0,no fraude
2490.5715119399983,38468.93878863699,0,2,8220.74420111918,4,258,72,0,no fraude
2673.7813278966955,65288.123985919156,0,1,15018.915107384295,9,36,10,0,no fraude
1297.2849920700335,61162.44221908102,0,1,33605.15797102616,2,1911,94,0,no fraude
33046.78865975212,11937.826972140689,0,3,43422.85012166623,0,405,36,0,no fraude
751.2821621746832,61968.742688899874,1,2,17222.913732758727,6,1807,3,0,no fraude
3883.8815499839575,14609.895224430958,1,2,26338.339505291187,3,853,62,0,no fraude
11140.221439894589,53813.46061263303,0,3,45737.540012929516,2,43,11,0,no fraude
14751.3695607125,77604.4351142689,0,3,44625.52218297057,2,3388,17,0,no fraude
5491.085746879678,60535.30226272809,0,3,29091.203576934484,8,2260,31,0,no fraude
5344.68333589304,82207.45493635423,0,3,27264.003286780415,7,1979,66,0,no fraude
6617.74731897239,85575.94869955408,0,2,41854.750080611164,7,255,60,0,no fraude
3815.8272889320297,82736.91939251668,1,1,2124.4488679370675,1,2047,2,0,no fraude
3088.9977604339633,56237.448283747945,0,2,34658.64654809532,2,2405,23,0,no fraude
15170.672835485986,69043.50062140195,1,2,46474.84690532037,6,1648,6,0,no fraude
3079.1443019961057,48304.50515069461,0,1,23819.4622099131,1,561,85,0,no fraude
593.8529701926294,70986.56774605012,1,3,45804.5949861882,5,1849,6,0,no fraude
2131.939071588249,11408.11080071578,1,3,49688.98106684124,0,3543,82,0,no fraude
2907.4782818157787,74943.19403972299,0,2,15455.230371363032,3,2166,1,0,no fraude
23712.19176882092,84697.77611798889,0,3,3624.1006788725604,4,248,89,0,no fraude
619.2510800065409,82786.05662110765,1,0,6311.163057496971,0,168,2,0,no fraude
2498.867595333989,52714.85840118921,0,3,19654.96597998704,8,1542,53,0,no fraude
1322.6802981502624,30211.742641739154,0,0,26837.003839911213,3,3456,18,0,no fraude
3617.185017105058,43219.22071955386,0,3,19591.212827066578,2,1371,3,0,no fraude
2486.362651341508,60945.38864873623,0,2,49436.16492838273,2,1329,5,0,no fraude
731.1927063753003,39711.3228147527,1,1,1122.0132335331257,0,1640,50,0,no fraude
2499.4440836479926,31197.330657021896,0,3,46453.46165870672,0,3004,11,0,no fraude
945.5215795335116,38148.764991005,0,0,43918.081092184635,0,2650,0,0,no fraude
5361.813490356072,542.4539800137846,0,1,44317.6337784344,7,3612,14,0,no fraude
661.1079168907308,61095.409673227026,0,2,43928.08760760069,2,701,20,0,no fraude
534.5770796791886,21812.830622006528,1,3,17276.285751177445,8,13,41,0,no fraude
12261.513752277953,51663.15565789213,1,2,46651.68437978268,8,740,69,0,no fraude
5656.075542563958,67511.15379384469,0,1,2502.5367821816412,3,110,18,0,no fraude
1134.36648627206,48890.14099220188,0,0,28179.125027342045,7,77,16,0,no fraude
232.167675067941,81656.6575030281,1,1,38427.81853510993,7,2004,59,0,no fraude
2945.8799727926626,62978.79619057206,0,2,29433.87837621716,8,236,65,0,no fraude
2217.1296864256105,34077.655875685574,1,1,8663.327447598385,0,3417,20,0,no fraude
1183.3478327290288,70976.90770032973,1,3,35005.79739846406,4,3496,97,0,no fraude
2922.532037009489,16081.731321224834,1,2,20610.844202036787,1,1836,96,0,no fraude
14689.969722737964,29845.935065498845,1,3,48834.85756449956,4,497,54,0,no fraude
7410.612497156577,47363.01850116156,0,0,29741.17505227068,3,1465,84,0,no fraude
12172.501921245397,77261.54689612004,1,1,46790.62868524041,4,1705,1,0,no fraude
1963.4566025251142,20172.0001711457,0,2,36915.36513477845,0,2245,16,0,no fraude
3350.383762312235,38231.952018157295,1,2,35384.17452472054,0,3134,8,0,no fraude
2881.4225095022434,82397.71453294755,0,3,40363.04506127718,5,1853,21,0,no fraude
3418.5170008768882,48658.00533902626,0,2,35174.59144966314,2,1169,51,0,no fraude
2342.1210566517634,54209.842970427366,0,1,34853.614479862685,5,117,18,0,no fraude
7503.290578185189,45246.66189433134,1,1,15005.860020387263,9,506,29,0,no fraude
9577.010711705017,33951.680262009504,1,1,29497.2167651117,6,343,14,0,no fraude
9214.087928638297,29607.224909047804,0,3,47338.52162409197,7,1689,4,0,no fraude
3607.9502692355713,80107.08281892979,0,2,26659.344588783668,8,2817,59,0,no fraude
814.7128367731456,15510.650795439302,1,2,23859.5860508766,8,2931,94,0,no fraude
3232.099222529403,83849.01142391321,1,3,39325.26478233119,1,958,28,0,no fraude
897.5436681564148,38824.98868674279,0,3,31540.617907589745,2,2736,92,0,no fraude
5504.1935518271,26535.38569827423,0,1,18658.145705328814,5,2301,95,0,no fraude
1661.7423467685126,12009.226885638636,1,2,22741.967712386257,5,2630,3,0,no fraude
14590.112209839423,80630.87183297012,1,1,27085.382402193463,2,2522,74,0,no fraude
2219.217834010086,57925.930648087844,0,3,3910.359398299418,3,38,47,0,no fraude
2053.423011680013,73630.94780326917,1,2,34501.13030281598,7,2612,72,0,no fraude
9863.803471454754,39029.68795564317,1,1,10984.496796772053,0,764,36,0,no fraude
631.9959218776937,48524.22888694548,0,3,36469.87259216859,8,1860,72,0,no fraude
4424.362547499598,55603.01624223209,0,0,45172.455587166674,6,873,29,0,no fraude
603.3791558743989,33925.77792087222,0,3,44517.88664743811,4,185,55,0,no fraude
3810.5475513356564,72700.46058053858,1,3,15015.810325115131,0,1056,67,0,no fraude
3396.0357007415287,15448.307511055596,1,3,10254.600136752711,9,1441,42,0,no fraude
909.8367407280808,23698.28715860204,1,0,46123.9351348095,4,686,60,0,no fraude
10300.20830553837,79959.23375474439,1,1,1718.8683923679005,9,618,79,0,no fraude
3058.4768671991696,18552.80231805525,0,2,21224.941624175553,8,282,77,0,no fraude
2482.5398817151067,8893.587213349618,1,3,1266.8056040002539,8,303,35,0,no fraude
6673.824672503464,7017.845245136472,0,0,18970.27660942162,2,3200,42,0,no fraude
3146.624005393437,12082.210586967693,0,3,13202.274917995604,2,922,33,0,no fraude
495.6432871217026,12277.901402121428,1,2,36158.94204193588,8,1928,30,0,no fraude
825.2039696289734,67454.16692708187,0,0,21679.99669513866,0,2095,91,0,no fraude
5300.286324354266,8362.506280624048,1,3,12033.503056563577,5,3218,54,0,no fraude
9626.499696174931,8142.86907851814,0,1,31328.90818021311,7,3187,51,0,no fraude
442.94867077882583,37541.864393307136,1,1,37562.076160100456,5,1957,36,0,no fraude
6259.391479321304,40971.66769612083,1,2,31040.1137052505,1,974,3,0,no fraude
15387.525790834496,24984.16992417926,0,0,14647.879410056885,2,1648,74,0,no fraude
255.74331565300864,81336.15304951827,1,0,37591.65975350586,3,1297,11,0,no fraude
865.2744514813178,55978.164475363104,1,1,31072.256968286933,4,3382,44,0,no fraude
3962.03072647174,78818.67913515995,0,0,26460.1716458486,5,2801,81,0,no fraude
13132.336022821433,4146.870059908752,0,2,23230.37450525559,4,1255,68,0,no fraude
1279.687916575597,58937.330910060824,1,0,10000.283756779922,3,2608,76,0,no fraude
5001.458770080657,7140.495817923349,0,2,48440.103952653044,6,2304,95,0,no fraude
